latitude,longitude,Address
39.7460212707519,-75.5887222290039,"398, South Ogle Avenue, Greenhill, Wilmington, New Castle County, Delaware, 19805, United States"
39.8479614257812,-75.7137069702148,"226, Maiden Lane, State & Cypress, Platerville, Kennett Square, Chester County, Pennsylvania, 19348, United States"
39.7770805358886,-75.6837463378906,"268, Tree Top Lane, Tree Top Valley, Hockessin, New Castle County, Delaware, 19707, United States"
39.7647323608398,-75.5007247924804,"651, Rosedale Avenue, Cragmere, Bellefonte, New Castle County, Delaware, 19809, United States"
39.8109130859375,-75.4815063476562,"Ardens Historic District, Station Path, Ardentown, New Castle County, Delaware, 19810, United States"
39.8094596862793,-75.4963607788086,"64, Durboraw Road, Buckingham Heights, Ardencroft, New Castle County, Delaware, 19810, United States"
39.7550582885742,-75.5585021972656,"Delaware Avenue Historic District, Hancock Place, Delaware Avenue, Wilmington, New Castle County, Delaware, 12806, United States"
39.8086891174316,-75.4834365844726,"Ardens Historic District, Station Path, Ardentown, New Castle County, Delaware, 19810, United States"
39.7647285461425,-75.500747680664,"647, Rosedale Avenue, Cragmere, Bellefonte, New Castle County, Delaware, 19809, United States"
39.8109092712402,-75.4815063476562,"Ardens Historic District, Station Path, Ardentown, New Castle County, Delaware, 19810, United States"
