Name,Description,Coordinates,Hotel Class,Link,Ratings,Reviews,Reviews Breakdown
New Orleans CBD and Warehouse District: Modern Rustic Condo | 2 Bedroom 2 Bath,N/A,"{'latitude': 29.945220947265625, 'longitude': -90.07442474365234}",N/A,N/A,N/A,2,N/A
Modern  Fully Furnished Apartments in the Heart of the City - One-Bedroom Penthouse with Terrace,N/A,"{'latitude': 29.95471954345703, 'longitude': -90.07405090332031}",N/A,N/A,N/A,27,N/A
French Terrace,N/A,"{'latitude': 29.955059051513672, 'longitude': -90.07376861572266}",N/A,https://www.plumguide.com/homes/54507/french-terrace,N/A,5,N/A
Stunning Penthouse with Rooftop Terrace near Canal street,N/A,"{'latitude': 29.95499038696289, 'longitude': -90.07406616210938}",N/A,N/A,N/A,77,N/A
Chic Urban Retreat: Elegant Condo in the Heart of New Orleans' CBD,N/A,"{'latitude': 29.947603225708008, 'longitude': -90.07456970214844}",N/A,N/A,N/A,3,N/A
Harcol House: Unit 204 (2BD/2B with Balcony & Dining Table),N/A,"{'latitude': 29.94856071472168, 'longitude': -90.07342529296875}",N/A,N/A,N/A,1,N/A
Luxury 4BR With Private Rooftop Deck,N/A,"{'latitude': 29.951499938964844, 'longitude': -90.072998046875}",N/A,https://www.super.com/travel/hotels/Gqebzy2G?utm_source=gha_vr&utm_campaign=static,N/A,N/A,N/A
New Orleans CBD and Warehouse District Modern Penthouse Condo | 3 Bedroom 2 Bath,N/A,"{'latitude': 29.95000648498535, 'longitude': -90.07537078857422}",N/A,https://www.us.despegar.com/hotels/h-4845898,N/A,N/A,N/A
2 Bedroom Elegant Condos In Downtown New Orleans,N/A,"{'latitude': 29.954700469970703, 'longitude': -90.0740966796875}",N/A,https://www.super.com/travel/hotels/jB1qr7Ml?utm_source=gha_vr&utm_campaign=static,N/A,N/A,N/A
New Orleans CBD and Warehouse District: Modern Condo | 2 Bedroom 2 Bath,N/A,"{'latitude': 29.95208740234375, 'longitude': -90.075439453125}",N/A,https://www.us.despegar.com/hotels/h-4846144,N/A,N/A,N/A
Model Tea and Bourbon,N/A,"{'latitude': 29.944150924682617, 'longitude': -90.07440185546875}",N/A,https://www.plumguide.com/homes/41193/model-tea-and-bourbon,N/A,9,N/A
New Orleans Warehouse District: Modern Condo II | 2 Bedroom 2 Bath,N/A,"{'latitude': 29.950204849243164, 'longitude': -90.0747299194336}",N/A,https://www.us.despegar.com/hotels/h-4845063,N/A,N/A,N/A
Cozy Condo In The Heart Of New Orleans,N/A,"{'latitude': 29.954500198364258, 'longitude': -90.07430267333984}",N/A,https://www.super.com/travel/hotels/jRBxP1pj?utm_source=gha_vr&utm_campaign=static,N/A,N/A,N/A
Landing at The Odeon at South Market - 1 Bedroom in Central Business District,N/A,"{'latitude': 29.94826316833496, 'longitude': -90.07565307617188}",N/A,https://landing.holidayfuture.com/listings/233742?googleVR=1,N/A,N/A,N/A
Signature Condo In The Heart Of NOLA,N/A,"{'latitude': 29.954500198364258, 'longitude': -90.07440185546875}",N/A,https://www.super.com/travel/hotels/WNMe0oeG?utm_source=gha_vr&utm_campaign=static,N/A,N/A,N/A
Landing at The Paramount at South Market - 1 Bedroom in Central Business District,N/A,"{'latitude': 29.948781967163086, 'longitude': -90.0752944946289}",N/A,https://landing.holidayfuture.com/listings/233755?googleVR=1,N/A,N/A,N/A
Location!! Modern Condo in the Warehouse,N/A,"{'latitude': 29.94818878173828, 'longitude': -90.0733871459961}",N/A,N/A,N/A,N/A,N/A
The Gatsby,N/A,"{'latitude': 29.94818687438965, 'longitude': -90.07337951660156}",N/A,N/A,N/A,N/A,N/A
