Name,Description,Coordinates,Hotel Class,Link,Ratings,Reviews,Reviews Breakdown
"Best Of Nashville - Award Winning, Top Floor Studio and Pool",N/A,"{'latitude': 36.126399993896484, 'longitude': -86.77857208251953}",4.721774,https://book.wisegetaways.com/listings/231902?googleVR=1,N/A,124,N/A
"Hip 1BD Condo / Urban Village / near WeHo /
5 minutes to Downtown - Super close to the new Soho House Nashville

374 Herron Drive Unit 3, Nashville, TN 37210",N/A,"{'latitude': 36.135868072509766, 'longitude': -86.75699615478516}",4.85,https://nashvillevacation.hospitable.rentals/property/hip-1bd-condo-urban-village-near-weho,N/A,193,N/A
Nashville - 805B Bradford Ave #102,N/A,"{'latitude': 36.128211975097656, 'longitude': -86.77873229980469}",5,N/A,N/A,2,N/A
The Blue Loft (Upper Level),N/A,"{'latitude': 36.10667037963867, 'longitude': -86.74639892578125}",N/A,https://66837_1.holidayfuture.com/listings/175722?googleVR=1,N/A,N/A,N/A
10- Modern 4 King Beds w/ Rooftop Fireplace,N/A,"{'latitude': 36.119205474853516, 'longitude': -86.768798828125}",4.9209676,https://93205_1.holidayfuture.com/listings/242418?googleVR=1,N/A,62,N/A
Alloy 374-7,N/A,"{'latitude': 36.13549041748047, 'longitude': -86.7562255859375}",N/A,N/A,N/A,N/A,N/A
Fall Sale! 4 Miles to Broadway! Sleeps 4,N/A,"{'latitude': 36.11970901489258, 'longitude': -86.73956298828125}",N/A,https://chadypm.guestybookings.com/properties/66ccaf0e7d66460048719f11,N/A,N/A,N/A
Great Apartment in WeHo,N/A,"{'latitude': 36.14148712158203, 'longitude': -86.76575469970703}",4.45,https://www.booking.com/hotel/us/great-apartment-in-weho.en.html?aid=2068758;label=seogooglelocal-link-imagesaow-hotel-9552078_grp-2_gendate-20240917;utm_source=seogooglelocal;utm_medium=description;utm_term=hotel-9552078;utm_campaign=en,N/A,55,N/A
Insta-worthy 8 Guest Oasis - 7 Mins from Downtown,N/A,"{'latitude': 36.12992477416992, 'longitude': -86.77989959716797}",4.9722223,https://google.bookeddirectly.com/g/nashville/insta-worthy-8-guest-oasis---7-mins-from-downtown/ba559f,N/A,18,N/A
WWood Shed #3 off 8th in Berry Hill; Accessible,N/A,"{'latitude': 36.1251106262207, 'longitude': -86.7747573852539}",5,https://www.westwoodshed.com/listings/183209?googleVR=1,N/A,45,N/A
Plus Park,N/A,"{'latitude': 36.12662887573242, 'longitude': -86.72523498535156}",4.9,N/A,N/A,12,N/A
Studio with 2 Queen Beds  7 mins to Broadway!,N/A,"{'latitude': 36.126129150390625, 'longitude': -86.72611236572266}",5,https://chadypm.guestybookings.com/properties/644fedcbfee6340044093c2d,N/A,1,N/A
"City Vibes: Arcade, Sleeps 4 & Near Broadway!",N/A,"{'latitude': 36.14259719848633, 'longitude': -86.74500274658203}",N/A,https://cobodarentals.holidayfuture.com/listings/324501?googleVR=1,N/A,N/A,N/A
Hatch House - One Bedroom,N/A,"{'latitude': 36.12662887573242, 'longitude': -86.72522735595703}",N/A,https://welcomematvacations.guestybookings.com/properties/643f586aa43b38003f7d7834,N/A,N/A,N/A
"Cozy condo with streaming and cable TV, Wi-FI & great location",N/A,"{'latitude': 36.126190185546875, 'longitude': -86.72562408447266}",N/A,N/A,N/A,N/A,N/A
"Fall Sale! Near Dwntn, Rec Room, Geodis Park",N/A,"{'latitude': 36.13267135620117, 'longitude': -86.76563262939453}",5,https://book.epicbnb.com/properties/5befaae3575ba000483402b0,N/A,12,N/A
WWood Shed #2 Balcony Apt - Berry Hill by GEODIS,N/A,"{'latitude': 36.125099182128906, 'longitude': -86.77491760253906}",5,https://www.westwoodshed.com/listings/183210?googleVR=1,N/A,18,N/A
Modern Nashville Condo: 5 Mi to Downtown!,N/A,"{'latitude': 36.126041412353516, 'longitude': -86.7262191772461}",5,http://g.rentalsunited.com/gate.aspx?uid=554691&url=1&pid=3849655&lc=google,N/A,6,N/A
