Name,Description,Coordinates,Latitude,Longitude,Hotel Class,Link,Ratings,Reviews,Reviews Breakdown,Address
TownePlace Suites Charlotte Mooresville,"Relaxed all-suite hotel offering free Wi-Fi & breakfast, plus an outdoor pool & a 24-hour gym.","{'latitude': 35.5564689, 'longitude': -80.8566687}",35.5564689,-80.8566687,3,https://www.marriott.com/en-us/hotels/clttm-towneplace-suites-charlotte-mooresville/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 246}, {'stars': 4, 'count': 137}, {'stars': 3, 'count': 35}, {'stars': 2, 'count': 14}, {'stars': 1, 'count': 22}]",454,"[{'name': 'Pets', 'description': 'Pets', 'total_mentioned': 15, 'positive': 11, 'negative': 0, 'neutral': 4}, {'name': 'Hot Tub', 'description': 'Hot tub', 'total_mentioned': 6, 'positive': 2, 'negative': 1, 'neutral': 3}, {'name': 'Kitchen', 'description': 'Kitchen', 'total_mentioned': 39, 'positive': 21, 'negative': 13, 'neutral': 5}, {'name': 'Pool', 'description': 'Pool', 'total_mentioned': 16, 'positive': 6, 'negative': 8, 'neutral': 2}, {'name': 'Breakfast', 'description': 'Breakfast', 'total_mentioned': 67, 'positive': 41, 'negative': 19, 'neutral': 7}, {'name': 'Restaurant', 'description': 'Restaurant', 'total_mentioned': 32, 'positive': 19, 'negative': 9, 'neutral': 4}]","139, Gateway Boulevard, Mooresville, Iredell County, North Carolina, 28117, United States"
SpringHill Suites Charlotte Lake Norman/Mooresville,"Unassuming all-suite hotel offering free Wi-FI, hot breakfast & parking, plus an indoor pool.","{'latitude': 35.5549673, 'longitude': -80.8560705}",35.5549673,-80.8560705,3,https://www.marriott.com/en-us/hotels/cltmo-springhill-suites-charlotte-lake-norman-mooresville/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 297}, {'stars': 4, 'count': 126}, {'stars': 3, 'count': 34}, {'stars': 2, 'count': 10}, {'stars': 1, 'count': 29}]",496,"[{'name': 'Hot Tub', 'description': 'Hot tub', 'total_mentioned': 11, 'positive': 4, 'negative': 6, 'neutral': 1}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 22, 'positive': 13, 'negative': 5, 'neutral': 4}, {'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 5, 'positive': 3, 'negative': 2, 'neutral': 0}, {'name': 'Nightlife', 'description': 'Nightlife', 'total_mentioned': 6, 'positive': 1, 'negative': 4, 'neutral': 1}, {'name': 'Accessibility', 'description': 'Accessibility', 'total_mentioned': 13, 'positive': 6, 'negative': 5, 'neutral': 2}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 11, 'positive': 7, 'negative': 2, 'neutral': 2}]","SpringHill Suites Charlotte Lake Norman/Mooresville, 121, Gateway Boulevard, Mooresville, Iredell County, North Carolina, 28117, United States"
JW Marriott Indianapolis,"Upmarket hotel with an Italian restaurant & a sports bar, plus a fitness center.","{'latitude': 39.7663443, 'longitude': -86.1683735}",39.7663443,-86.1683735,4,https://www.marriott.com/en-us/hotels/indjw-jw-marriott-indianapolis/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 5027}, {'stars': 4, 'count': 1483}, {'stars': 3, 'count': 344}, {'stars': 2, 'count': 119}, {'stars': 1, 'count': 192}]",7165,"[{'name': 'Nature', 'description': 'Nature and outdoor activities', 'total_mentioned': 120, 'positive': 116, 'negative': 2, 'neutral': 2}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 510, 'positive': 346, 'negative': 58, 'neutral': 106}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 406, 'positive': 300, 'negative': 60, 'neutral': 46}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 364, 'positive': 129, 'negative': 177, 'neutral': 58}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 413, 'positive': 301, 'negative': 68, 'neutral': 44}, {'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 82, 'positive': 49, 'negative': 5, 'neutral': 28}]","Marriott IndyPlace, 10, South West Street, Indianapolis, Marion County, Indiana, 46204, United States"
The Alexander,"Modern quarters in an upscale hotel with custom artwork, massage therapists, a bar & dining options.","{'latitude': 39.7618122, 'longitude': -86.1544677}",39.7618122,-86.1544677,4,https://www.marriott.com/en-us/hotels/indax-the-alexander/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 1311}, {'stars': 4, 'count': 438}, {'stars': 3, 'count': 128}, {'stars': 2, 'count': 63}, {'stars': 1, 'count': 86}]",2026,"[{'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 193, 'positive': 144, 'negative': 32, 'neutral': 17}, {'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 34, 'positive': 25, 'negative': 4, 'neutral': 5}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 142, 'positive': 68, 'negative': 52, 'neutral': 22}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 171, 'positive': 132, 'negative': 25, 'neutral': 14}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 83, 'positive': 55, 'negative': 10, 'neutral': 18}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 218, 'positive': 178, 'negative': 16, 'neutral': 24}]","The Alexander, 333, South Delaware Street, Fletcher Place, Indianapolis, Marion, Indiana, 46204, United States"
Omni Severin Hotel,"Upscale rooms & suites with city views, plus a pool, a rustic restaurant & a chic sports bar.","{'latitude': 39.7638014, 'longitude': -86.1595832}",39.7638014,-86.1595832,4,https://www.omnihotels.com/hotels/indianapolis-severin?utm_source=gmblisting&utm_medium=organic,"[{'stars': 5, 'count': 1793}, {'stars': 4, 'count': 790}, {'stars': 3, 'count': 294}, {'stars': 2, 'count': 154}, {'stars': 1, 'count': 176}]",3207,"[{'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 70, 'positive': 53, 'negative': 4, 'neutral': 13}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 210, 'positive': 72, 'negative': 110, 'neutral': 28}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 189, 'positive': 136, 'negative': 28, 'neutral': 25}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 530, 'positive': 449, 'negative': 39, 'neutral': 42}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 995, 'positive': 826, 'negative': 124, 'neutral': 45}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 176, 'positive': 122, 'negative': 37, 'neutral': 17}]","Omni Severin Hotel, 40, West Jackson Place, Indianapolis, Marion, Indiana, 46225, United States"
Bottleworks Hotel,"Swanky boutique hotel in a former bottling plant featuring a spa, pan-Asian dining & a cocktail bar.","{'latitude': 39.7796936, 'longitude': -86.1432952}",39.7796936,-86.1432952,4,https://www.bottleworkshotel.com/,"[{'stars': 5, 'count': 490}, {'stars': 4, 'count': 37}, {'stars': 3, 'count': 11}, {'stars': 2, 'count': 3}, {'stars': 1, 'count': 5}]",546,"[{'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 17, 'positive': 13, 'negative': 0, 'neutral': 4}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 48, 'positive': 41, 'negative': 2, 'neutral': 5}, {'name': 'Wellness', 'description': 'Wellness', 'total_mentioned': 7, 'positive': 5, 'negative': 1, 'neutral': 1}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 47, 'positive': 41, 'negative': 1, 'neutral': 5}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 231, 'positive': 218, 'negative': 5, 'neutral': 8}, {'name': 'Pets', 'description': 'Pets', 'total_mentioned': 9, 'positive': 6, 'negative': 1, 'neutral': 2}]","Bottleworks Hotel, Indianapolis Cultural Trail, Massachusetts Avenue Commercial District, Indianapolis, Marion County, Indiana, 46204, United States"
Hilton Indianapolis Hotel & Suites,"Contemporary hotel with an on-site spa & salon, plus an indoor pool, 2 restaurants & event spaces.","{'latitude': 39.7689576, 'longitude': -86.1601024}",39.7689576,-86.1601024,4,https://www.hilton.com/en/hotels/inddnhf-hilton-indianapolis-hotel-and-suites/?SEO_id=GMB-AMER-HH-INDDNHF&y_source=1_MTIyMDc3OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"[{'stars': 5, 'count': 1348}, {'stars': 4, 'count': 577}, {'stars': 3, 'count': 195}, {'stars': 2, 'count': 59}, {'stars': 1, 'count': 77}]",2256,"[{'name': 'Parking', 'description': 'Parking', 'total_mentioned': 132, 'positive': 67, 'negative': 53, 'neutral': 12}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 306, 'positive': 278, 'negative': 9, 'neutral': 19}, {'name': 'Service', 'description': 'Service', 'total_mentioned': 518, 'positive': 408, 'negative': 84, 'neutral': 26}, {'name': 'Fitness', 'description': 'Fitness', 'total_mentioned': 83, 'positive': 44, 'negative': 29, 'neutral': 10}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 99, 'positive': 67, 'negative': 20, 'neutral': 12}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 68, 'positive': 40, 'negative': 12, 'neutral': 16}]","Hilton Indianapolis Hotel & Suites, 120, West Market Street, Indianapolis, Marion, Indiana, 46204, United States"
Hyatt Regency Indianapolis,"Upmarket conference hotel with a revolving rooftop restaurant & bar, plus a pool & a gym.","{'latitude': 39.7663758, 'longitude': -86.160856}",39.7663758,-86.160856,4,https://www.hyatt.com/hyatt-regency/en-US/indri-hyatt-regency-indianapolis?src=corp_lclb_google_seo_indri&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,"[{'stars': 5, 'count': 1871}, {'stars': 4, 'count': 856}, {'stars': 3, 'count': 247}, {'stars': 2, 'count': 92}, {'stars': 1, 'count': 138}]",3204,"[{'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 173, 'positive': 117, 'negative': 31, 'neutral': 25}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 174, 'positive': 59, 'negative': 87, 'neutral': 28}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 222, 'positive': 148, 'negative': 44, 'neutral': 30}, {'name': 'Location', 'description': 'Location', 'total_mentioned': 429, 'positive': 373, 'negative': 21, 'neutral': 35}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 146, 'positive': 86, 'negative': 26, 'neutral': 34}, {'name': 'Nature', 'description': 'Nature and outdoor activities', 'total_mentioned': 24, 'positive': 23, 'negative': 0, 'neutral': 1}]","Hyatt Regency Indianapolis, 101, West Washington Street, Indianapolis, Marion, Indiana, 46204, United States"
Ironworks Hotel Indy,"Industrial-chic quarters in a trendy hotel offering 3 restaurant/bars, plus a gym & free parking.","{'latitude': 39.911991199999996, 'longitude': -86.11812479999999}",39.9119912,-86.11812479999999,4,https://ironworkshotelindy.com/,"[{'stars': 5, 'count': 941}, {'stars': 4, 'count': 111}, {'stars': 3, 'count': 16}, {'stars': 2, 'count': 7}, {'stars': 1, 'count': 20}]",1095,"[{'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 32, 'positive': 28, 'negative': 1, 'neutral': 3}, {'name': 'Pets', 'description': 'Pets', 'total_mentioned': 36, 'positive': 28, 'negative': 2, 'neutral': 6}, {'name': 'Bar', 'description': 'Bar or lounge', 'total_mentioned': 57, 'positive': 45, 'negative': 9, 'neutral': 3}, {'name': 'Wellness', 'description': 'Wellness', 'total_mentioned': 12, 'positive': 9, 'negative': 2, 'neutral': 1}, {'name': 'Dining', 'description': 'Food and Beverage', 'total_mentioned': 79, 'positive': 70, 'negative': 6, 'neutral': 3}, {'name': 'Atmosphere', 'description': 'Atmosphere', 'total_mentioned': 129, 'positive': 127, 'negative': 1, 'neutral': 1}]","Ironworks Hotel, Haverstick Road, Indianapolis, Marion County, Indiana, 46240, United States"
"Hotel Carmichael, Autograph Collection","Genteel hotel along the Monon Trail with a French restaurant, a bar & a live entertainment venue.","{'latitude': 39.970100699999996, 'longitude': -86.12917999999999}",39.9701007,-86.12917999999999,4,https://www.marriott.com/en-us/hotels/indak-hotel-carmichael-autograph-collection/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"[{'stars': 5, 'count': 290}, {'stars': 4, 'count': 40}, {'stars': 3, 'count': 17}, {'stars': 2, 'count': 11}, {'stars': 1, 'count': 12}]",370,"[{'name': 'Couples', 'description': 'Couple friendly', 'total_mentioned': 21, 'positive': 14, 'negative': 4, 'neutral': 3}, {'name': 'Nightlife', 'description': 'Nightlife', 'total_mentioned': 25, 'positive': 20, 'negative': 2, 'neutral': 3}, {'name': 'TV', 'description': 'Room entertainment', 'total_mentioned': 10, 'positive': 3, 'negative': 4, 'neutral': 3}, {'name': 'Parking', 'description': 'Parking', 'total_mentioned': 29, 'positive': 14, 'negative': 12, 'neutral': 3}, {'name': 'Business', 'description': 'Business', 'total_mentioned': 9, 'positive': 6, 'negative': 0, 'neutral': 3}, {'name': 'Property', 'description': 'Property', 'total_mentioned': 142, 'positive': 125, 'negative': 10, 'neutral': 7}]","City Center Drive, Newark Village, Carmel, Hamilton County, Indiana, 46032, United States"
